PINCODE,DISTRICT,statename
678506,Palakkad,KERALA
678506,Palakkad,KERALA
678506,Palakkad,KERALA
678506,Palakkad,KERALA
678508,Palakkad,KERALA
678508,Palakkad,KERALA
678508,Palakkad,KERALA
678005,Palakkad,KERALA
678003,Palakkad,KERALA
678012,Palakkad,KERALA
678501,Palakkad,KERALA
678701,Palakkad,KERALA
678545,Palakkad,KERALA
678683,Palakkad,KERALA
678683,Palakkad,KERALA
678683,Palakkad,KERALA
678706,Palakkad,KERALA
678706,Palakkad,KERALA
678009,Palakkad,KERALA
678611,Palakkad,KERALA
678613,Palakkad,KERALA
678641,Palakkad,KERALA
678641,Palakkad,KERALA
678641,Palakkad,KERALA
678631,Palakkad,KERALA
678631,Palakkad,KERALA
678631,Palakkad,KERALA
678651,Palakkad,KERALA
678613,Palakkad,KERALA
678592,Palakkad,KERALA
678592,Palakkad,KERALA
678592,Palakkad,KERALA
678592,Palakkad,KERALA
678594,Palakkad,KERALA
678004,Palakkad,KERALA
678008,Palakkad,KERALA
678661,Palakkad,KERALA
678007,Palakkad,KERALA
689625,Pathanamthitta,KERALA
689641,Pathanamthitta,KERALA
689662,Pathanamthitta,KERALA
689696,Kollam,KERALA
691332,Kollam,KERALA
691312,Kollam,KERALA
689695,Kollam,KERALA
689711,Pathanamthitta,KERALA
690522,Kollam,KERALA
691554,Pathanamthitta,KERALA
689691,Pathanamthitta,KERALA
689691,Pathanamthitta,KERALA
689653,Pathanamthitta,KERALA
689656,Pathanamthitta,KERALA
689650,Pathanamthitta,KERALA
689503,Pathanamthitta,KERALA
689647,Pathanamthitta,KERALA
689646,Pathanamthitta,KERALA
689664,Pathanamthitta,KERALA
689672,Pathanamthitta,KERALA
689692,Pathanamthitta,KERALA
689648,Pathanamthitta,KERALA
689649,Pathanamthitta,KERALA
689691,Pathanamthitta,KERALA
689692,Pathanamthitta,KERALA
689691,Pathanamthitta,KERALA
689643,Pathanamthitta,KERALA
689643,Pathanamthitta,KERALA
689643,Pathanamthitta,KERALA
689692,Pathanamthitta,KERALA
689503,Pathanamthitta,KERALA
689691,Pathanamthitta,KERALA
689643,Pathanamthitta,KERALA
689691,Pathanamthitta,KERALA
689691,Pathanamthitta,KERALA
689667,Pathanamthitta,KERALA
689711,Pathanamthitta,KERALA
689663,Pathanamthitta,KERALA
689514,Pathanamthitta,KERALA
689667,Pathanamthitta,KERALA
689711,Pathanamthitta,KERALA
689711,Pathanamthitta,KERALA
689662,Pathanamthitta,KERALA
689662,Pathanamthitta,KERALA
689711,Pathanamthitta,KERALA
689672,Pathanamthitta,KERALA
689662,Pathanamthitta,KERALA
689662,Pathanamthitta,KERALA
689711,Pathanamthitta,KERALA
689642,Pathanamthitta,KERALA
689642,Pathanamthitta,KERALA
691551,Pathanamthitta,KERALA
691552,Kollam,KERALA
691555,Pathanamthitta,KERALA
690540,Kollam,KERALA
691526,Pathanamthitta,KERALA
691555,Pathanamthitta,KERALA
689501,Pathanamthitta,KERALA
689694,Pathanamthitta,KERALA
689501,Pathanamthitta,KERALA
689501,Pathanamthitta,KERALA
690521,Kollam,KERALA
691524,Pathanamthitta,KERALA
691551,Pathanamthitta,KERALA
689693,Pathanamthitta,KERALA
691522,Kollam,KERALA
691525,Pathanamthitta,KERALA
689663,Pathanamthitta,KERALA
689674,Pathanamthitta,KERALA
689662,Pathanamthitta,KERALA
689674,Pathanamthitta,KERALA
689672,Pathanamthitta,KERALA
689664,Pathanamthitta,KERALA
689675,Pathanamthitta,KERALA
689663,Pathanamthitta,KERALA
689673,Pathanamthitta,KERALA
689677,Pathanamthitta,KERALA
689668,Pathanamthitta,KERALA
690520,Kollam,KERALA
690561,Kollam,KERALA
690520,Kollam,KERALA
691556,Pathanamthitta,KERALA
691556,Pathanamthitta,KERALA
690561,Kollam,KERALA
691551,Pathanamthitta,KERALA
691553,Kollam,KERALA
691554,Pathanamthitta,KERALA
691526,Kollam,KERALA
691522,Kollam,KERALA
690522,Pathanamthitta,KERALA
691554,Pathanamthitta,KERALA
690540,Kollam,KERALA
691552,Pathanamthitta,KERALA
689693,Pathanamthitta,KERALA
689693,Pathanamthitta,KERALA
689693,Pathanamthitta,KERALA
689696,Kollam,KERALA
691312,Kollam,KERALA
691307,Kollam,KERALA
691508,Kollam,KERALA
689696,Kollam,KERALA
691306,Kollam,KERALA
691533,Kollam,KERALA
691310,Kollam,KERALA
691309,Kollam,KERALA
689696,Kollam,KERALA
691308,Kollam,KERALA
689696,Kollam,KERALA
691322,Kollam,KERALA
691310,Kollam,KERALA
691307,Kollam,KERALA
691508,Kollam,KERALA
691533,Kollam,KERALA
691311,Kollam,KERALA
691312,Kollam,KERALA
691508,Kollam,KERALA
689513,Pathanamthitta,KERALA
689699,Pathanamthitta,KERALA
689678,Pathanamthitta,KERALA
689698,Pathanamthitta,KERALA
689625,Pathanamthitta,KERALA
689647,Pathanamthitta,KERALA
689503,Pathanamthitta,KERALA
689692,Pathanamthitta,KERALA
689646,Pathanamthitta,KERALA
689699,Pathanamthitta,KERALA
691533,Kollam,KERALA
691508,Kollam,KERALA
691306,Kollam,KERALA
691308,Kollam,KERALA
691533,Kollam,KERALA
689678,Pathanamthitta,KERALA
689676,Pathanamthitta,KERALA
689667,Pathanamthitta,KERALA
689656,Pathanamthitta,KERALA
691306,Kollam,KERALA
691306,Kollam,KERALA
691310,Kollam,KERALA
690521,Kollam,KERALA
691312,Kollam,KERALA
689695,Pathanamthitta,KERALA
691553,Kollam,KERALA
691508,Kollam,KERALA
691508,Kollam,KERALA
691306,Kollam,KERALA
689671,Pathanamthitta,KERALA
691333,Kollam,KERALA
691309,Kollam,KERALA
689691,Pathanamthitta,KERALA
690520,Kollam,KERALA
689649,Pathanamthitta,KERALA
691312,Kollam,KERALA
689653,Pathanamthitta,KERALA
689695,Kollam,KERALA
691310,Kollam,KERALA
691322,Kollam,KERALA
691306,Kollam,KERALA
689693,Pathanamthitta,KERALA
691331,Kollam,KERALA
689641,Pathanamthitta,KERALA
689663,Pathanamthitta,KERALA
689503,Pathanamthitta,KERALA
691311,Kollam,KERALA
689695,Kollam,KERALA
689695,Kollam,KERALA
689695,Kollam,KERALA
691307,Kollam,KERALA
691309,Kollam,KERALA
691310,Kollam,KERALA
689673,Pathanamthitta,KERALA
689694,Pathanamthitta,KERALA
689502,Pathanamthitta,KERALA
691533,Kollam,KERALA
691533,Kollam,KERALA
691331,Kollam,KERALA
691533,Kollam,KERALA
691331,Kollam,KERALA
691331,Kollam,KERALA
691309,Kollam,KERALA
689653,Pathanamthitta,KERALA
691331,Kollam,KERALA
689696,Kollam,KERALA
689696,Kollam,KERALA
670731,Wayanad,KERALA
670645,Wayanad,KERALA
670703,Kannur,KERALA
670702,Kannur,KERALA
670701,Kannur,KERALA
670701,Kannur,KERALA
670702,Kannur,KERALA
670694,Kannur,KERALA
670703,Kannur,KERALA
670650,Kannur,KERALA
670692,Kannur,KERALA
670674,Kannur,KERALA
670721,Wayanad,KERALA
670706,Kannur,KERALA
670702,Kannur,KERALA
670674,Kannur,KERALA
670706,Kannur,KERALA
670701,Kannur,KERALA
670674,Kannur,KERALA
670643,Kannur,KERALA
670650,Kannur,KERALA
670674,Kannur,KERALA
670691,Kannur,KERALA
670675,Kannur,KERALA
670650,Kannur,KERALA
670692,Kannur,KERALA
670706,Kannur,KERALA
670675,Kannur,KERALA
670651,Kannur,KERALA
670650,Kannur,KERALA
670650,Kannur,KERALA
670692,Kannur,KERALA
670663,Kannur,KERALA
670663,Kannur,KERALA
670674,Kannur,KERALA
670704,Kannur,KERALA
670704,Kannur,KERALA
670706,Kannur,KERALA
670702,Kannur,KERALA
670704,Kannur,KERALA
670643,Kannur,KERALA
670102,Kannur,KERALA
670693,Kannur,KERALA
670646,Wayanad,KERALA
670702,Kannur,KERALA
670703,Kannur,KERALA
670702,Kannur,KERALA
670672,Kannur,KERALA
670651,Kannur,KERALA
670705,Kannur,KERALA
670650,Kannur,KERALA
670693,Kannur,KERALA
670693,Kannur,KERALA
670641,Kannur,KERALA
670702,Kannur,KERALA
670705,Kannur,KERALA
670693,Kannur,KERALA
670702,Kannur,KERALA
670702,Kannur,KERALA
670702,Kannur,KERALA
670643,Kannur,KERALA
670705,Kannur,KERALA
670674,Kannur,KERALA
670703,Kannur,KERALA
670701,Kannur,KERALA
670702,Kannur,KERALA
670650,Kannur,KERALA
670703,Kannur,KERALA
670645,Wayanad,KERALA
670645,Wayanad,KERALA
670645,Wayanad,KERALA
670645,Wayanad,KERALA
670645,Wayanad,KERALA
670731,Wayanad,KERALA
670731,Wayanad,KERALA
670731,Wayanad,KERALA
670731,Wayanad,KERALA
670645,Wayanad,KERALA
670645,Wayanad,KERALA
670702,Kannur,KERALA
670645,Wayanad,KERALA
670646,Wayanad,KERALA
670644,Wayanad,KERALA
670645,Wayanad,KERALA
670644,Wayanad,KERALA
670644,Wayanad,KERALA
670673,Kannur,KERALA
670731,Wayanad,KERALA
670645,Wayanad,KERALA
670646,Wayanad,KERALA
670650,Kannur,KERALA
670692,Kannur,KERALA
670642,Kannur,KERALA
670706,Kannur,KERALA
670107,Kannur,KERALA
670675,Kannur,KERALA
670703,Kannur,KERALA
670646,Wayanad,KERALA
670731,Wayanad,KERALA
670721,Wayanad,KERALA
670673,Kannur,KERALA
670721,Wayanad,KERALA
670731,Wayanad,KERALA
670721,Wayanad,KERALA
670671,Kannur,KERALA
670702,Kannur,KERALA
670645,Wayanad,KERALA
670705,Kannur,KERALA
670702,Kannur,KERALA
670673,Kannur,KERALA
670644,Wayanad,KERALA
670644,Wayanad,KERALA
670644,Wayanad,KERALA
670644,Wayanad,KERALA
670646,Wayanad,KERALA
670645,Wayanad,KERALA
670673,Kannur,KERALA
670721,Wayanad,KERALA
670646,Wayanad,KERALA
670643,Kannur,KERALA
670673,Kannur,KERALA
670693,Kannur,KERALA
670644,Wayanad,KERALA
670645,Wayanad,KERALA
670704,Kannur,KERALA
670704,Kannur,KERALA
670704,Kannur,KERALA
670704,Kannur,KERALA
670704,Kannur,KERALA
670673,Kannur,KERALA
670741,Kannur,KERALA
670741,Kannur,KERALA
670741,Kannur,KERALA
670673,Kannur,KERALA
670646,Wayanad,KERALA
670705,Kannur,KERALA
670702,Kannur,KERALA
670643,Kannur,KERALA
670673,Kannur,KERALA
670706,Kannur,KERALA
670661,Kannur,KERALA
670673,Kannur,KERALA
670643,Kannur,KERALA
670721,Wayanad,KERALA
670705,Kannur,KERALA
670645,Wayanad,KERALA
670691,Kannur,KERALA
670102,Kannur,KERALA
670691,Kannur,KERALA
670650,Kannur,KERALA
670643,Kannur,KERALA
670705,Kannur,KERALA
670706,Kannur,KERALA
680028,Thrissur,KERALA
680594,Thrissur,KERALA
680652,Thrissur,KERALA
679106,Thrissur,KERALA
680590,Thrissur,KERALA
680590,Thrissur,KERALA
680604,Thrissur,KERALA
680581,Thrissur,KERALA
680581,Thrissur,KERALA
680581,Thrissur,KERALA
680581,Thrissur,KERALA
680596,Thrissur,KERALA
680581,Thrissur,KERALA
680581,Thrissur,KERALA
680583,Thrissur,KERALA
680587,Thrissur,KERALA
680587,Thrissur,KERALA
680587,Thrissur,KERALA
680587,Thrissur,KERALA
680587,Thrissur,KERALA
680588,Thrissur,KERALA
680588,Thrissur,KERALA
680588,Thrissur,KERALA
680588,Thrissur,KERALA
680623,Thrissur,KERALA
680623,Thrissur,KERALA
680518,Thrissur,KERALA
680518,Thrissur,KERALA
680102,Thrissur,KERALA
680506,Thrissur,KERALA
680506,Thrissur,KERALA
680506,Thrissur,KERALA
680511,Thrissur,KERALA
680511,Thrissur,KERALA
680511,Thrissur,KERALA
680101,Thrissur,KERALA
680543,Thrissur,KERALA
680517,Thrissur,KERALA
680517,Thrissur,KERALA
680306,Thrissur,KERALA
680306,Thrissur,KERALA
680552,Thrissur,KERALA
680552,Thrissur,KERALA
680552,Thrissur,KERALA
680552,Thrissur,KERALA
680652,Thrissur,KERALA
680652,Thrissur,KERALA
680652,Thrissur,KERALA
680653,Thrissur,KERALA
680004,Thrissur,KERALA
680551,Thrissur,KERALA
680623,Thrissur,KERALA
680623,Thrissur,KERALA
680623,Thrissur,KERALA
680585,Thrissur,KERALA
680585,Thrissur,KERALA
680585,Thrissur,KERALA
680601,Thrissur,KERALA
680601,Thrissur,KERALA
680601,Thrissur,KERALA
680601,Thrissur,KERALA
680007,Thrissur,KERALA
680617,Thrissur,KERALA
680651,Thrissur,KERALA
680541,Thrissur,KERALA
680751,Thrissur,KERALA
680751,Thrissur,KERALA
680751,Thrissur,KERALA
680751,Thrissur,KERALA
680306,Thrissur,KERALA
680306,Thrissur,KERALA
680306,Thrissur,KERALA
680014,Thrissur,KERALA
680014,Thrissur,KERALA
680014,Thrissur,KERALA
680014,Thrissur,KERALA
680014,Thrissur,KERALA
680569,Thrissur,KERALA
680569,Thrissur,KERALA
680005,Thrissur,KERALA
680619,Thrissur,KERALA
680614,Thrissur,KERALA
680614,Thrissur,KERALA
680010,Thrissur,KERALA
680586,Thrissur,KERALA
680586,Thrissur,KERALA
680586,Thrissur,KERALA
680586,Thrissur,KERALA
680586,Thrissur,KERALA
680586,Thrissur,KERALA
680586,Thrissur,KERALA
679531,Thrissur,KERALA
679531,Thrissur,KERALA
679531,Thrissur,KERALA
679531,Thrissur,KERALA
679532,Thrissur,KERALA
679532,Thrissur,KERALA
679532,Thrissur,KERALA
680589,Thrissur,KERALA
680589,Thrissur,KERALA
680589,Thrissur,KERALA
680584,Thrissur,KERALA
680584,Thrissur,KERALA
680584,Thrissur,KERALA
680584,Thrissur,KERALA
680584,Thrissur,KERALA
680584,Thrissur,KERALA
680652,Thrissur,KERALA
680519,Thrissur,KERALA
680519,Thrissur,KERALA
680544,Thrissur,KERALA
680501,Thrissur,KERALA
680501,Thrissur,KERALA
680501,Thrissur,KERALA
680501,Thrissur,KERALA
680501,Thrissur,KERALA
680523,Thrissur,KERALA
680523,Thrissur,KERALA
680523,Thrissur,KERALA
680505,Thrissur,KERALA
680505,Thrissur,KERALA
680505,Thrissur,KERALA
680602,Thrissur,KERALA
680602,Thrissur,KERALA
679563,Thrissur,KERALA
680512,Thrissur,KERALA
680512,Thrissur,KERALA
680522,Thrissur,KERALA
680507,Thrissur,KERALA
680507,Thrissur,KERALA
680542,Thrissur,KERALA
680542,Thrissur,KERALA
680542,Thrissur,KERALA
679561,Thrissur,KERALA
680508,Thrissur,KERALA
680508,Thrissur,KERALA
680508,Thrissur,KERALA
680103,Thrissur,KERALA
680104,Thrissur,KERALA
680104,Thrissur,KERALA
679562,Thrissur,KERALA
679562,Thrissur,KERALA
679562,Thrissur,KERALA
680510,Thrissur,KERALA
680510,Thrissur,KERALA
680641,Thrissur,KERALA
680641,Thrissur,KERALA
680641,Thrissur,KERALA
680620,Thrissur,KERALA
680003,Thrissur,KERALA
680027,Thrissur,KERALA
680027,Thrissur,KERALA
680006,Thrissur,KERALA
680006,Thrissur,KERALA
680028,Thrissur,KERALA
676552,Malappuram,KERALA
676503,Malappuram,KERALA
676317,Malappuram,KERALA
676304,Malappuram,KERALA
676304,Malappuram,KERALA
679576,Malappuram,KERALA
679576,Malappuram,KERALA
679576,Malappuram,KERALA
679576,Malappuram,KERALA
679584,Malappuram,KERALA
679584,Malappuram,KERALA
679591,Malappuram,KERALA
679571,Malappuram,KERALA
676528,Malappuram,KERALA
676528,Malappuram,KERALA
676303,Malappuram,KERALA
676303,Malappuram,KERALA
676303,Malappuram,KERALA
676303,Malappuram,KERALA
676502,Malappuram,KERALA
676106,Malappuram,KERALA
676510,Malappuram,KERALA
676307,Malappuram,KERALA
676307,Malappuram,KERALA
676302,Malappuram,KERALA
676302,Malappuram,KERALA
676320,Malappuram,KERALA
676320,Malappuram,KERALA
676103,Malappuram,KERALA
676105,Malappuram,KERALA
676105,Malappuram,KERALA
676301,Malappuram,KERALA
673314,Malappuram,KERALA
676553,Malappuram,KERALA
676553,Malappuram,KERALA
676553,Malappuram,KERALA
676551,Malappuram,KERALA
676551,Malappuram,KERALA
676551,Malappuram,KERALA
676551,Malappuram,KERALA
676551,Malappuram,KERALA
676503,Malappuram,KERALA
676503,Malappuram,KERALA
676503,Malappuram,KERALA
676503,Malappuram,KERALA
676503,Malappuram,KERALA
676503,Malappuram,KERALA
676562,Malappuram,KERALA
676561,Malappuram,KERALA
676561,Malappuram,KERALA
676561,Malappuram,KERALA
679571,Malappuram,KERALA
679574,Malappuram,KERALA
679575,Malappuram,KERALA
679575,Malappuram,KERALA
679580,Malappuram,KERALA
679586,Malappuram,KERALA
679573,Malappuram,KERALA
679573,Malappuram,KERALA
679573,Malappuram,KERALA
679573,Malappuram,KERALA
679578,Malappuram,KERALA
679579,Malappuram,KERALA
679579,Malappuram,KERALA
679579,Malappuram,KERALA
676106,Malappuram,KERALA
676305,Malappuram,KERALA
676305,Malappuram,KERALA
676102,Malappuram,KERALA
676102,Malappuram,KERALA
676102,Malappuram,KERALA
676102,Malappuram,KERALA
676102,Malappuram,KERALA
676102,Malappuram,KERALA
676102,Malappuram,KERALA
676501,Malappuram,KERALA
676501,Malappuram,KERALA
676501,Malappuram,KERALA
673314,Malappuram,KERALA
676301,Malappuram,KERALA
676301,Malappuram,KERALA
676306,Malappuram,KERALA
676306,Malappuram,KERALA
676306,Malappuram,KERALA
676306,Malappuram,KERALA
676306,Malappuram,KERALA
676306,Malappuram,KERALA
676108,Malappuram,KERALA
676508,Malappuram,KERALA
676508,Malappuram,KERALA
676552,Malappuram,KERALA
676552,Malappuram,KERALA
676552,Malappuram,KERALA
676552,Malappuram,KERALA
676552,Malappuram,KERALA
689614,Pathanamthitta,KERALA
689613,Pathanamthitta,KERALA
689612,Pathanamthitta,KERALA
689124,Alappuzha,KERALA
689543,Pathanamthitta,KERALA
689586,Pathanamthitta,KERALA
689112,Pathanamthitta,KERALA
689113,Pathanamthitta,KERALA
689573,Alappuzha,KERALA
689102,Pathanamthitta,KERALA
689105,Pathanamthitta,KERALA
686547,Pathanamthitta,KERALA
689582,Pathanamthitta,KERALA
689595,Alappuzha,KERALA
689594,Pathanamthitta,KERALA
689105,Pathanamthitta,KERALA
689595,Alappuzha,KERALA
689621,Pathanamthitta,KERALA
689587,Pathanamthitta,KERALA
689543,Pathanamthitta,KERALA
689587,Pathanamthitta,KERALA
689590,Alappuzha,KERALA
689590,Alappuzha,KERALA
689541,Pathanamthitta,KERALA
689510,Alappuzha,KERALA
689549,Pathanamthitta,KERALA
689123,Alappuzha,KERALA
689614,Pathanamthitta,KERALA
689532,Pathanamthitta,KERALA
689542,Pathanamthitta,KERALA
689542,Pathanamthitta,KERALA
689532,Pathanamthitta,KERALA
689614,Pathanamthitta,KERALA
689532,Pathanamthitta,KERALA
689532,Pathanamthitta,KERALA
689511,Alappuzha,KERALA
689511,Alappuzha,KERALA
689531,Pathanamthitta,KERALA
689544,Pathanamthitta,KERALA
689615,Pathanamthitta,KERALA
689545,Pathanamthitta,KERALA
689546,Pathanamthitta,KERALA
689548,Pathanamthitta,KERALA
689544,Pathanamthitta,KERALA
689544,Pathanamthitta,KERALA
673661,Kozhikode,KERALA
673580,Kozhikode,KERALA
673602,Kozhikode,KERALA
673596,Wayanad,KERALA
673576,Wayanad,KERALA
673596,Wayanad,KERALA
673596,Wayanad,KERALA
673596,Wayanad,KERALA
673591,Wayanad,KERALA
673591,Wayanad,KERALA
673591,Wayanad,KERALA
673591,Wayanad,KERALA
673591,Wayanad,KERALA
673591,Wayanad,KERALA
673591,Wayanad,KERALA
673577,Wayanad,KERALA
673577,Wayanad,KERALA
673577,Wayanad,KERALA
673577,Wayanad,KERALA
673577,Wayanad,KERALA
673577,Wayanad,KERALA
673577,Wayanad,KERALA
673575,Wayanad,KERALA
673575,Wayanad,KERALA
673575,Wayanad,KERALA
673575,Wayanad,KERALA
673575,Wayanad,KERALA
673575,Wayanad,KERALA
673575,Wayanad,KERALA
673579,Wayanad,KERALA
673579,Wayanad,KERALA
673579,Wayanad,KERALA
673579,Wayanad,KERALA
673602,Kozhikode,KERALA
673602,Kozhikode,KERALA
673602,Kozhikode,KERALA
673602,Kozhikode,KERALA
673613,Kozhikode,KERALA
673585,Kozhikode,KERALA
673585,Kozhikode,KERALA
673585,Kozhikode,KERALA
673585,Kozhikode,KERALA
673585,Kozhikode,KERALA
673586,Kozhikode,KERALA
673586,Kozhikode,KERALA
673586,Kozhikode,KERALA
673586,Kozhikode,KERALA
673573,Kozhikode,KERALA
673573,Kozhikode,KERALA
673573,Kozhikode,KERALA
673573,Kozhikode,KERALA
673573,Kozhikode,KERALA
673573,Kozhikode,KERALA
673582,Kozhikode,KERALA
673573,Kozhikode,KERALA
673582,Kozhikode,KERALA
673603,Kozhikode,KERALA
673582,Kozhikode,KERALA
673603,Kozhikode,KERALA
673603,Kozhikode,KERALA
673603,Kozhikode,KERALA
673603,Kozhikode,KERALA
673603,Kozhikode,KERALA
673122,Wayanad,KERALA
673576,Wayanad,KERALA
673571,Kozhikode,KERALA
673122,Wayanad,KERALA
673593,Wayanad,KERALA
673602,Kozhikode,KERALA
673124,Wayanad,KERALA
673122,Wayanad,KERALA
673124,Wayanad,KERALA
673122,Wayanad,KERALA
673124,Wayanad,KERALA
673577,Wayanad,KERALA
673122,Wayanad,KERALA
673124,Wayanad,KERALA
673591,Wayanad,KERALA
673122,Wayanad,KERALA
673593,Wayanad,KERALA
673593,Wayanad,KERALA
673593,Wayanad,KERALA
673593,Wayanad,KERALA
673595,Wayanad,KERALA
673595,Wayanad,KERALA
673595,Wayanad,KERALA
673595,Wayanad,KERALA
673595,Wayanad,KERALA
673123,Wayanad,KERALA
673122,Wayanad,KERALA
673122,Wayanad,KERALA
673122,Wayanad,KERALA
673122,Wayanad,KERALA
673122,Wayanad,KERALA
673122,Wayanad,KERALA
673596,Wayanad,KERALA
673596,Wayanad,KERALA
673019,Kozhikode,KERALA
673004,Kozhikode,KERALA
673633,Malappuram,KERALA
673633,Malappuram,KERALA
673633,Malappuram,KERALA
673633,Kozhikode,KERALA
673029,Kozhikode,KERALA
673005,Kozhikode,KERALA
673005,Kozhikode,KERALA
673601,Kozhikode,KERALA
673601,Kozhikode,KERALA
673601,Kozhikode,KERALA
673601,Kozhikode,KERALA
673601,Kozhikode,KERALA
673616,Kozhikode,KERALA
673616,Kozhikode,KERALA
673616,Kozhikode,KERALA
673006,Kozhikode,KERALA
673611,Kozhikode,KERALA
673611,Kozhikode,KERALA
673611,Kozhikode,KERALA
673611,Kozhikode,KERALA
673010,Kozhikode,KERALA
673010,Kozhikode,KERALA
673010,Kozhikode,KERALA
673580,Kozhikode,KERALA
673580,Kozhikode,KERALA
673580,Kozhikode,KERALA
673580,Kozhikode,KERALA
673580,Kozhikode,KERALA
673580,Kozhikode,KERALA
673580,Kozhikode,KERALA
673572,Kozhikode,KERALA
673572,Kozhikode,KERALA
673572,Kozhikode,KERALA
673572,Kozhikode,KERALA
673582,Kozhikode,KERALA
673572,Kozhikode,KERALA
673582,Kozhikode,KERALA
673572,Kozhikode,KERALA
673572,Kozhikode,KERALA
673582,Kozhikode,KERALA
673571,Kozhikode,KERALA
673571,Kozhikode,KERALA
673571,Kozhikode,KERALA
673571,Kozhikode,KERALA
673571,Kozhikode,KERALA
673571,Kozhikode,KERALA
673571,Kozhikode,KERALA
673604,Kozhikode,KERALA
673604,Kozhikode,KERALA
673604,Kozhikode,KERALA
673604,Kozhikode,KERALA
673604,Kozhikode,KERALA
673604,Kozhikode,KERALA
673009,Kozhikode,KERALA
673012,Kozhikode,KERALA
673602,Kozhikode,KERALA
673602,Kozhikode,KERALA
673602,Kozhikode,KERALA
673579,Wayanad,KERALA
673579,Wayanad,KERALA
673579,Wayanad,KERALA
673579,Wayanad,KERALA
673579,Wayanad,KERALA
673579,Wayanad,KERALA
673579,Wayanad,KERALA
673579,Wayanad,KERALA
673579,Wayanad,KERALA
673579,Wayanad,KERALA
673579,Wayanad,KERALA
673579,Wayanad,KERALA
673592,Wayanad,KERALA
673592,Wayanad,KERALA
673592,Wayanad,KERALA
673592,Wayanad,KERALA
673592,Wayanad,KERALA
673592,Wayanad,KERALA
673592,Wayanad,KERALA
673592,Wayanad,KERALA
673592,Wayanad,KERALA
673592,Wayanad,KERALA
673592,Wayanad,KERALA
673592,Wayanad,KERALA
673592,Wayanad,KERALA
673592,Wayanad,KERALA
673592,Wayanad,KERALA
673592,Wayanad,KERALA
673592,Wayanad,KERALA
673581,Wayanad,KERALA
673581,Wayanad,KERALA
673015,Kozhikode,KERALA
673008,Kozhikode,KERALA
673008,Kozhikode,KERALA
673008,Kozhikode,KERALA
673008,Kozhikode,KERALA
673008,Kozhikode,KERALA
673008,Kozhikode,KERALA
673008,Kozhikode,KERALA
673017,Kozhikode,KERALA
673017,Kozhikode,KERALA
673303,Kozhikode,KERALA
673303,Kozhikode,KERALA
673303,Kozhikode,KERALA
673632,Malappuram,KERALA
673632,Malappuram,KERALA
673631,Kozhikode,KERALA
673014,Kozhikode,KERALA
673003,Kozhikode,KERALA
673003,Kozhikode,KERALA
673016,Kozhikode,KERALA
673016,Kozhikode,KERALA
673016,Kozhikode,KERALA
673007,Kozhikode,KERALA
673661,Kozhikode,KERALA
673661,Kozhikode,KERALA
673661,Kozhikode,KERALA
673661,Kozhikode,KERALA
673513,Kozhikode,KERALA
673509,Kozhikode,KERALA
673612,Kozhikode,KERALA
673612,Kozhikode,KERALA
673612,Kozhikode,KERALA
673612,Kozhikode,KERALA
673304,Kozhikode,KERALA
673304,Kozhikode,KERALA
673306,Kozhikode,KERALA
673526,Kozhikode,KERALA
673526,Kozhikode,KERALA
673307,Kozhikode,KERALA
673307,Kozhikode,KERALA
673524,Kozhikode,KERALA
673524,Kozhikode,KERALA
673524,Kozhikode,KERALA
673524,Kozhikode,KERALA
673524,Kozhikode,KERALA
673524,Kozhikode,KERALA
673524,Kozhikode,KERALA
673524,Kozhikode,KERALA
673614,Kozhikode,KERALA
673614,Kozhikode,KERALA
673614,Kozhikode,KERALA
673614,Kozhikode,KERALA
673614,Kozhikode,KERALA
673323,Kozhikode,KERALA
673614,Kozhikode,KERALA
673614,Kozhikode,KERALA
673614,Kozhikode,KERALA
673523,Kozhikode,KERALA
673523,Kozhikode,KERALA
673525,Kozhikode,KERALA
673507,Kozhikode,KERALA
673507,Kozhikode,KERALA
673507,Kozhikode,KERALA
673507,Kozhikode,KERALA
673507,Kozhikode,KERALA
673506,Kozhikode,KERALA
673506,Kozhikode,KERALA
673506,Kozhikode,KERALA
673506,Kozhikode,KERALA
673506,Kozhikode,KERALA
673506,Kozhikode,KERALA
673506,Kozhikode,KERALA
673513,Kozhikode,KERALA
673513,Kozhikode,KERALA
673513,Kozhikode,KERALA
673513,Kozhikode,KERALA
673513,Kozhikode,KERALA
673309,Kozhikode,KERALA
673308,Kozhikode,KERALA
673308,Kozhikode,KERALA
673106,Kozhikode,KERALA
673106,Kozhikode,KERALA
673521,Kozhikode,KERALA
673521,Kozhikode,KERALA
673507,Kozhikode,KERALA
673507,Kozhikode,KERALA
673507,Kozhikode,KERALA
673612,Kozhikode,KERALA
673509,Kozhikode,KERALA
673541,Kozhikode,KERALA
673541,Kozhikode,KERALA
673541,Kozhikode,KERALA
673105,Kozhikode,KERALA
673503,Kozhikode,KERALA
673503,Kozhikode,KERALA
673503,Kozhikode,KERALA
673505,Kozhikode,KERALA
673505,Kozhikode,KERALA
673517,Kozhikode,KERALA
673517,Kozhikode,KERALA
673517,Kozhikode,KERALA
673517,Kozhikode,KERALA
673517,Kozhikode,KERALA
673542,Kozhikode,KERALA
673542,Kozhikode,KERALA
673542,Kozhikode,KERALA
673542,Kozhikode,KERALA
673542,Kozhikode,KERALA
673542,Kozhikode,KERALA
